Title,Date,Rating,Description_Short,Minimum_Players,Maximum_Players,Minimum_Playtime,Maximum_Playtime,Age,Weight,Publisher,Type_Primary_ID,Type_Secondary_ID,Category_Primary_ID,Category_Secondary_ID,Category_Tertiary_ID,Mechanic_Primary_ID,Mechanic_Secondary_ID,Mechanic_Tertiary_ID,Description_Long
Flick em Up!,2015,6.89,Show those outlaws who has the fastest flick in the West!,2,10,30,45,7+,0,Pretzel Games,3914,3917,2,8,33,59,120,166,"The cities in the West are not the safest place to be. In the disc-flicking game Flick em Up!, you can become an outlaw and rob banks, free prisoners, attack innocent bystanders... or you could become the Sheriff and try to protect the people of your city from these bandits!"
Tak,2017,7.6,Be first to build a complete road using tiles that can stack or stand on edge.,2,2,20,60,12+,0,Sarah Kelly,3911,0,1,0,0,63,108,156,"My next several hours were spent learning how to play tak. Even if I had not been nearly mad with idleness, I would have enjoyed it. Tak is the best sort of game: simple in its rules, complex in its strategy. Bredon beat me handily in all five games we played, but I am proud to say that he never beat me the same way twice. -Kvothe"
Libertalia: Winds of Galecrest,2022,7.57,"Diverse pirate-animal crews take to the skies, dividing up powerful loot.",1,6,45,60,14+,0,Stonemaier Games,3914,3916,31,59,0,4,64,148,"In the world of Galecrest, sky pirates set sail on the winds in search of adventure, treasure, and glory. As an admiral, you command a vast and varied crew...but so do your rivals sailing other ships in the pirate fleet. Each day the fleet lands on a different island where youll send a crew member to collect your share of the loot, hoping theyll return to boost your growing group of characters."
DC Comics Deck-Building Game,2012,7.03,Build a powerful deck to thwart super-villains in defense of the DC universe.,2,5,45,45,15+,0,Cryptozoic Entertainment,3917,0,15,21,0,47,110,0,Game description from the publisher:
Santa Monica,2020,7.29,"Build a beach community in Southern California with tourists, locals, and fun shops.",2,4,35,40,14+,0,Alderac Entertainment Group,3914,3916,17,76,0,32,110,148,"In Santa Monica, you are trying to create the most appealing neighborhood in southern California. Will you choose to create a calm, quiet beach focused on nature, a bustling beach full of tourists, or something in-between to appeal to the locals?"
Kingsburg (Second Edition),2017,7.45,Influence members of the Kings court to grow your province and prepare for battle.,2,5,90,120,10+,0,Stratelibri,3916,0,17,23,31,50,188,189,"The realm of Kingsburg is under attack! Monstrous invaders are gathering at the borders, aiming to invade and plunder the realm! Your king has chosen you to take charge of a province on the border; you will manage your province and help defend the realm. To accomplish this, you must influence the Kings advisors and the Royal Family to obtain gold, wood, stones, and soldiers to expand and defend your lands. But you are not the only governor seeking the aid of the advisers! The other players also seek to collect the best resources for their own territories."
Warps Edge,2020,7.8,You are alone: power up your ship to fight against a swarm of enemies.,1,1,30,45,10+,0,Renegade Game Studios,3916,0,69,0,0,47,154,0,"You are Taylor Minde, rookie pilot of the Forceâ€™s Outer Rim. After a crucial battle you are stranded far away from your fleet, lost and alone. With resources running low you jump through warp gate after warp gate hoping to find the right combination home."
Gold West,2015,7.33,The ecstasy of gold lures you to create the most prosperous mining empire.,2,4,45,60,13+,0,Tasty Minstrel Games,3916,0,8,24,73,10,41,87,"In Gold West, players compete as prospectors building their mining empires while vying over the precious metals of the frontier. In a delicate balance of resource management and area control, players must plan their building strategies while carefully managing their supply tracks to refine the right resources at the most opportune times. Stay a step ahead of the competition and you could lead the West into the Golden Age."
IKI,2015,7.71,"Hire artisans, set them up in the market and acquire prestige in feudal Japan.",2,4,60,90,14+,0,UTSUROI,3916,0,44,0,0,110,116,124,"Edo â€” what we now know today as Tokyo, Japan â€” was a thriving city with an estimated population of one million, half townspeople and half samurai. With a huge shopping culture, Edos main district, Nihonbashi, was lined with shops, selling kimonos, rice, and so much more."
Yellow & Yangtze,2018,7.86,Keep your warring states in perfect balance through wars and revolts.,2,4,90,90,14+,3.14,Grail Games,3916,0,9,19,73,10,64,65,"The period of the Warring States (475-221 BCE) describes a time of endless wars between seven rival states: Qin, Chu, Qi, Yan, Han, Wei, and Zhao. These states were finally unified in 221 BCE under the Qin dynasty to lay the origin of todays China, with its two main rivers: the Yellow and the Yangtze."
Kanagawa,2016,7.06,Harmonize Japanese nature and culture elements to paint the most beautiful landscape.,2,4,45,45,10+,0,IELLO,3914,0,10,15,0,64,110,116,"1840: In Kanagawa, the great bay of Tokyo, the Master Hokusai decided to open a painting school to share his art with his disciples. You are one of these disciples, and more than anything, you want to prove yourself worthy of the â€œcrazy, old artistâ€ù. Follow his teachings to expand your studio and paint your preferred subjects (Trees, Animals, Characters, Buildings), all while paying attention to the changing of the seasons in order to make the most harmonious printâ€? the one that will become the work of your lifetime!"
Blue Moon City,2006,7.04,Rebuild the city and call dragons to maximize your contribution to the tower.,2,4,30,50,14+,0,KOSMOS,3914,3916,17,31,0,10,63,64,"Blue Moon City - the board game - picks up where the two-player game, (Blue Moon), ended: the reconstruction of the destroyed city of Blue Moon. The board, illustrated by Franz Vohwinkel as well as many well-known American fantasy artists, consists of 21 large building tiles, which show building plans on one side and the buildings in their reconstructed glory on the other. As in the 2-player game, the game includes 3 large molded plastic dragons."
Trismegistus: The Ultimate Formula,2019,7.62,Discover the formula to the Philosophers Stone as you become the greatest alchemist!,1,4,90,120,14+,4.14,Board&Dice,3916,0,23,0,0,3,50,56,"You are an adept of the mysterious art of alchemy, seeking a way to become the successor of the greatest alchemist ever living â€” Hermes Trismegistus. In order to do so you will be transmuting mere metals into pure gold, performing experiments, and inventing artifacts to finally achieve everlasting greatness."
World Without End,2009,7.24,"A board game based on the novel by Ken Follett, a sequel to The Pillars of the Earth.",2,4,90,120,12+,0,KOSMOS,3916,0,24,44,55,64,131,0,"Die Tore der Welt / World Without End is based on the novel by Ken Follett, a sequel to his bestselling The Pillars of the Earth. This is the 2009 game in the Kosmos line of literature-based games."
Super Motherload,2015,7.37,Collaboratively control a mining robot on Mars to be first to reach precious gems.,2,4,60,75,13+,0,Roxley,3916,0,69,78,0,47,49,64,"Mars. The very near future.
The Solarus Corporation discovered an infinite source of rare and precious minerals deep in the red crust. Resources that will end the energy crisis on Earth and fuel the deep space expeditions planned as population swells beyond capacity.
You have been chosen to lead an elite crew of Pod pilots who will delve below the surface of Mars in Solarus Corporations first major drilling expedition. As a part of this maiden voyage, the corporation has agreed to let you reinvest any wealth you uncover back into training your Pod pilots, increasing their skills and efficiencies. Will you be remembered as the greatest Solarus Corporation employee in the galaxy?"
Trails of Tucana,2019,7.44,Flip & write to create the most efficient network on the island of Tucana.,1,8,15,15,8+,0,Aporta Games,3914,0,29,0,0,27,39,83,"Trails of Tucana is a flip-and-write game from the creators of Avenue and Doodle City that is quick and easy to play, but has enough depth to entertain gamers."
Vast: The Crystal Caverns,2016,7.15,"Where a knight, dragon, cave, goblins, or thief, prepare for an asymmetric battle.",1,5,75,75,10+,3.64,Leder Games,3916,3917,3,29,31,3,50,63,"The dragon has been asleep for many long years. In that time, the cave under which it slumbered has changed greatlyâ€?Goblins and strange monsters have filled its gloomy depths and there are whispers that the cave itself has begun thinking, shifting, and growing evermore dangerous."
Zombicide Season 2: Prison Outbreak,2013,7.37,Toxic zombies add a new twist to this season of the zombie-killing classic.,1,6,60,60,13+,0,Cool Mini Or Not,3917,0,35,46,84,3,42,50,"Zombicide Season 2: Prison Outbreak takes the players to an indoor environment with vicious close-ranged fights, Prison Outbreak contains all the needed material for a new player to enter the Zombicide universe, and lots of content, almost all new, for an existing Zombicide player to expand his game experience. In fact, Prison Outbreak holds even more material than the core game published in 2012 (now nicknamed Season 1)!"
Black Angel,2019,7.33,Guide the Black Angel on an intergalactic voyage to find a new home for humanity.,1,4,60,120,12+,3.86,Pearl Games,3916,0,69,70,0,25,50,64,"Humanity, through its irresponsible behavior, has exhausted the natural resources of Earth, making it almost uninhabitable. In a burst of lucidity, pressed by the irreversible degradation of your planet, the great nations are forced to put aside their differences and share their knowledge in order to create the most vast spacecraft ever constructed. Thus, the BLACK ANGEL project is launched."
878 Vikings: Invasions of England,2017,7.53,Scramble to defend your home as the English or gamble on invasion as the Vikings.,2,4,60,120,12+,0,"Academy Games, Inc.",3918,0,25,44,46,10,11,29,"The year is 878. For the past 75 years, Viking raiding parties from Norway and Denmark have been terrorizing the coasts of England with â€˜hit and runâ€™ attacks. The treasures and stories gained from these attacks have allowed the Norsemen to raise huge hosts of eager men seeking glory and riches. These armies now stand poised to thunder across England where they will settle and farm the fertile land they conquer. The divided English kingdoms are unprepared for this impending onslaught. The Vikings are coming!"
